time_idx,Energy_kwh,house_hold,temperature,windSpeed,precipType,icon,summary,holiday,bool_weather_missing_values,year,month,day,hour,dayofweek_num
0,0.9319999999999999,0,7.01,5.46,0,0,0,1,0,0,0,0,0,0
1,1.109,0,7.49,5.51,0,0,0,0,0,0,0,0,1,0
2,1.681,0,7.16,5.74,0,0,0,0,0,0,0,0,2,0
3,1.69,0,7.04,4.98,0,0,0,0,0,0,0,0,3,0
4,0.789,0,6.29,4.2,0,0,0,0,0,0,0,0,4,0
5,0.751,0,6.2,4.37,0,0,0,0,0,0,0,0,5,0
6,0.8180000000000001,0,5.73,4.71,0,0,0,0,0,0,0,0,6,0
7,0.9390000000000001,0,5.04,5.22,0,0,0,0,0,0,0,0,7,0
8,0.844,0,5.76,4.86,0,0,0,0,0,0,0,0,8,0
9,0.8400000000000001,0,5.36,4.48,0,1,0,0,0,0,0,0,9,0
10,1.0150000000000001,0,5.22,4.03,0,1,0,0,0,0,0,0,10,0
11,1.05,0,4.44,4.0,0,1,1,0,0,0,0,0,11,0
12,1.19,0,4.01,4.15,0,1,0,0,0,0,0,0,12,0
13,0.9770000000000001,0,3.94,3.8,0,1,1,0,0,0,0,0,13,0
14,0.9430000000000001,0,3.37,3.25,0,1,0,0,0,0,0,0,14,0
15,1.052,0,3.31,2.97,0,2,2,0,0,0,0,0,15,0
16,0.742,0,3.34,3.37,0,0,0,0,0,0,0,0,16,0
17,0.7190000000000001,0,3.36,3.06,0,3,2,0,0,0,0,0,17,0
18,0.754,0,3.5,3.05,0,0,1,0,0,0,0,0,18,0
19,0.771,0,4.42,3.17,0,0,0,0,0,0,0,0,19,0
20,1.11,0,4.93,3.1,0,0,0,0,0,0,0,0,20,0
21,2.192,0,5.55,3.02,0,0,0,0,0,0,0,0,21,0
22,1.154,0,6.1,3.52,0,0,0,0,0,0,0,0,22,0
23,1.1059999999999999,0,6.77,3.4,0,0,1,0,0,0,0,0,23,0
24,1.229,0,4.01,4.15,0,0,0,0,0,0,0,1,0,1
25,0.861,0,3.94,3.8,0,0,1,0,0,0,0,1,1,1
26,0.839,0,3.37,3.25,0,0,0,0,0,0,0,1,2,1
27,0.777,0,3.31,2.97,0,3,2,0,0,0,0,1,3,1
28,0.774,0,3.34,3.37,0,0,0,0,0,0,0,1,4,1
29,0.756,0,3.36,3.06,0,3,2,0,0,0,0,1,5,1
30,0.83,0,3.5,3.05,0,0,1,0,0,0,0,1,6,1
31,1.084,0,4.42,3.17,0,0,0,0,0,0,0,1,7,1
32,1.309,0,4.93,3.1,0,0,0,0,0,0,0,1,8,1
33,1.034,0,5.55,3.02,0,1,0,0,0,0,0,1,9,1
34,1.0110000000000001,0,6.1,3.52,0,1,0,0,0,0,0,1,10,1
35,0.992,0,6.77,3.4,0,1,1,0,0,0,0,1,11,1
36,1.0550000000000002,0,7.22,3.41,0,1,1,0,0,0,0,1,12,1
37,0.784,0,7.58,4.0,0,1,1,0,0,0,0,1,13,1
38,0.692,0,7.53,4.48,0,1,1,0,0,0,0,1,14,1
39,0.77,0,7.64,4.14,0,1,1,0,0,0,0,1,15,1
40,0.9219999999999999,0,8.17,4.04,0,0,1,0,0,0,0,1,16,1
41,0.9119999999999999,0,8.78,4.52,0,0,1,0,0,0,0,1,17,1
42,0.863,0,9.42,4.85,0,0,1,0,0,0,0,1,18,1
43,1.066,0,9.86,4.74,0,0,1,0,0,0,0,1,19,1
44,1.218,0,10.33,4.74,0,0,1,0,0,0,0,1,20,1
45,1.5110000000000001,0,10.51,4.73,0,0,1,0,0,0,0,1,21,1
46,0.98,0,10.82,4.15,0,0,1,0,0,0,0,1,22,1
47,1.5990000000000002,0,10.77,4.11,0,0,0,0,0,0,0,1,23,1
48,2.004,0,10.69,4.78,0,0,1,0,0,0,0,2,0,2
49,0.849,0,10.31,4.18,0,0,0,0,0,0,0,2,1,2
50,0.776,0,10.27,4.33,0,0,1,0,0,0,0,2,2,2
51,0.738,0,10.28,4.27,0,0,1,0,0,0,0,2,3,2
52,0.73,0,10.19,3.95,0,0,1,0,0,0,0,2,4,2
53,0.736,0,9.74,3.82,0,0,1,0,0,0,0,2,5,2
54,0.8069999999999999,0,9.72,4.81,0,0,0,0,0,0,0,2,6,2
55,0.8280000000000001,0,9.65,5.21,0,0,1,0,0,0,0,2,7,2
56,1.149,0,9.73,4.94,0,0,1,0,0,0,0,2,8,2
57,0.9630000000000001,0,10.13,4.49,0,1,1,0,0,0,0,2,9,2
58,1.0070000000000001,0,10.26,4.6,0,1,0,0,0,0,0,2,10,2
59,1.553,0,10.42,4.77,0,1,0,0,0,0,0,2,11,2
60,0.919,0,10.92,4.02,0,1,0,0,0,0,0,2,12,2
61,0.75,0,11.41,4.3,0,1,0,0,0,0,0,2,13,2
62,1.581,0,11.39,4.49,0,1,0,0,0,0,0,2,14,2
63,2.637,0,11.38,4.29,0,1,0,0,0,0,0,2,15,2
64,1.04,0,10.86,4.07,0,0,0,0,0,0,0,2,16,2
65,1.1139999999999999,0,10.42,3.73,0,0,0,0,0,0,0,2,17,2
66,0.791,0,10.71,3.75,0,0,0,0,0,0,0,2,18,2
67,0.846,0,10.69,4.85,0,0,1,0,0,0,0,2,19,2
68,0.827,0,10.79,4.48,0,0,1,0,0,0,0,2,20,2
69,0.9510000000000001,0,10.85,4.37,0,0,1,0,0,0,0,2,21,2
70,1.1960000000000002,0,11.21,3.92,0,4,3,0,0,0,0,2,22,2
71,0.899,0,10.84,4.57,0,0,1,0,0,0,0,2,23,2
72,1.1179999999999999,0,10.79,4.76,0,0,1,1,0,0,0,3,0,3
73,0.8180000000000001,0,10.28,4.75,0,4,3,0,0,0,0,3,1,3
74,0.754,0,10.2,4.41,0,4,3,0,0,0,0,3,2,3
75,0.7889999999999999,0,9.82,4.56,0,4,3,0,0,0,0,3,3,3
76,0.694,0,9.76,4.97,0,4,3,0,0,0,0,3,4,3
77,0.739,0,9.76,4.61,0,4,3,0,0,0,0,3,5,3
78,0.884,0,9.72,5.44,0,0,1,0,0,0,0,3,6,3
79,1.19,0,9.55,4.74,0,0,1,0,0,0,0,3,7,3
80,1.115,0,9.57,4.38,0,0,1,0,0,0,0,3,8,3
81,0.725,0,9.31,4.36,0,1,1,0,0,0,0,3,9,3
82,0.717,0,9.61,4.22,0,1,1,0,0,0,0,3,10,3
83,0.757,0,9.76,4.43,0,1,0,0,0,0,0,3,11,3
84,0.763,0,9.71,5.3,0,1,1,0,0,0,0,3,12,3
85,1.876,0,9.84,4.97,0,1,1,0,0,0,0,3,13,3
86,0.802,0,10.15,4.94,0,1,1,0,0,0,0,3,14,3
87,1.088,0,10.17,4.11,0,1,1,0,0,0,0,3,15,3
88,1.01,0,9.75,3.5,0,0,1,0,0,0,0,3,16,3
89,3.2889999000000003,0,9.67,3.55,0,0,1,0,0,0,0,3,17,3
90,2.2409999999999997,0,9.58,3.33,0,0,1,0,0,0,0,3,18,3
91,1.3,0,9.49,3.57,0,0,1,0,0,0,0,3,19,3
92,1.005,0,9.04,3.37,0,0,1,0,0,0,0,3,20,3
93,2.263,0,9.08,3.55,0,0,1,0,0,0,0,3,21,3
94,1.1760000000000002,0,8.62,3.69,0,0,1,0,0,0,0,3,22,3
95,2.1520001,0,8.17,4.1,0,4,3,0,0,0,0,3,23,3
96,1.026,0,8.12,3.86,0,0,1,0,0,0,0,4,0,4
97,0.881,0,8.09,3.53,0,0,1,0,0,0,0,4,1,4
98,0.8540000000000001,0,8.07,3.53,0,0,1,0,0,0,0,4,2,4
99,0.713,0,8.09,3.5,0,0,1,0,0,0,0,4,3,4
100,0.6950000000000001,0,8.09,3.09,0,0,1,0,0,0,0,4,4,4
101,0.791,0,8.14,2.6,0,0,1,0,0,0,0,4,5,4
102,0.881,0,8.14,2.59,0,0,1,0,0,0,0,4,6,4
103,0.838,0,8.18,1.61,0,0,1,0,0,0,0,4,7,4
104,1.308,0,8.69,1.61,0,0,1,0,0,0,0,4,8,4
105,1.056,0,8.75,2.37,0,1,1,0,0,0,0,4,9,4
106,1.818,0,9.17,2.62,0,1,1,0,0,0,0,4,10,4
107,1.608,0,9.8,3.05,0,1,1,0,0,0,0,4,11,4
108,1.151,0,10.32,3.88,0,1,1,0,0,0,0,4,12,4
109,1.123,0,10.45,4.51,0,1,1,0,0,0,0,4,13,4
110,0.9550000000000001,0,10.66,4.9,0,1,1,0,0,0,0,4,14,4
111,0.6679999999999999,0,10.28,4.09,0,1,1,0,0,0,0,4,15,4
112,0.679,0,10.17,3.86,0,1,1,0,0,0,0,4,16,4
113,0.7050000000000001,0,10.18,4.48,0,0,1,0,0,0,0,4,17,4
114,0.758,0,10.17,4.05,0,0,1,0,0,0,0,4,18,4
115,0.771,0,10.14,3.57,0,0,1,0,0,0,0,4,19,4
116,0.794,0,9.69,3.12,0,0,0,0,0,0,0,4,20,4
117,1.022,0,9.08,2.7,0,3,2,0,0,0,0,4,21,4
118,1.016,0,8.39,2.49,0,3,2,0,0,0,0,4,22,4
119,0.923,0,7.84,2.27,0,3,2,0,0,0,0,4,23,4
120,1.541,0,7.42,2.33,0,3,2,0,0,0,0,5,0,5
121,1.6309999999999998,0,7.71,2.12,0,3,2,0,0,0,0,5,1,5
122,0.7390000000000001,0,7.26,2.01,0,3,2,0,0,0,0,5,2,5
123,0.6990000000000001,0,6.91,2.54,0,3,2,0,0,0,0,5,3,5
124,0.853,0,7.03,2.81,0,0,0,0,0,0,0,5,4,5
125,0.851,0,6.99,2.53,0,0,0,0,0,0,0,5,5,5
126,0.835,0,6.98,2.56,0,5,4,0,0,0,0,5,6,5
127,0.869,0,6.98,2.11,0,5,4,0,0,0,0,5,7,5
128,0.745,0,7.02,1.6,0,5,4,0,0,0,0,5,8,5
129,1.0819999999999999,0,7.53,2.14,0,5,4,0,0,0,0,5,9,5
130,0.933,0,7.53,1.55,0,5,4,0,0,0,0,5,10,5
131,1.7219999000000001,0,7.97,1.83,0,5,4,0,0,0,0,5,11,5
132,1.3010000000000002,0,7.57,1.96,0,5,4,0,0,0,0,5,12,5
133,2.15,0,7.68,2.13,0,1,1,0,0,0,0,5,13,5
134,1.754,0,7.61,2.3,0,1,1,0,0,0,0,5,14,5
135,2.55,0,7.3,2.79,0,1,1,0,0,0,0,5,15,5
136,0.905,0,7.51,2.39,0,1,1,0,0,0,0,5,16,5
137,0.837,0,7.57,1.91,0,0,1,0,0,0,0,5,17,5
138,0.752,0,7.6,1.96,0,0,1,0,0,0,0,5,18,5
139,0.796,0,7.96,1.94,0,0,1,0,0,0,0,5,19,5
140,1.2200000000000002,0,8.53,2.97,0,0,1,0,0,0,0,5,20,5
141,1.7600001,0,8.57,2.96,0,0,1,0,0,0,0,5,21,5
142,1.008,0,8.61,3.36,0,0,1,0,0,0,0,5,22,5
143,1.563,0,8.48,3.3,0,0,1,0,0,0,0,5,23,5
144,2.0529999,0,8.06,3.42,0,0,1,0,0,0,0,6,0,6
145,0.7649999999999999,0,7.98,3.2,0,0,1,0,0,0,0,6,1,6
146,0.716,0,7.94,3.12,0,0,1,0,0,0,0,6,2,6
147,0.709,0,7.56,2.86,0,4,3,0,0,0,0,6,3,6
148,0.697,0,7.47,2.52,0,0,1,0,0,0,0,6,4,6
149,0.806,0,7.11,2.48,0,4,3,0,0,0,0,6,5,6
150,1.029,0,7.1,2.7,0,0,1,0,0,0,0,6,6,6
151,1.1960000000000002,0,7.39,2.66,0,0,1,0,0,0,0,6,7,6
152,1.187,0,7.45,2.7,0,0,1,0,0,0,0,6,8,6
153,1.02,0,7.5,2.7,0,1,1,0,0,0,0,6,9,6
154,0.998,0,7.89,3.14,0,1,1,0,0,0,0,6,10,6
155,0.712,0,7.97,3.44,0,1,1,0,0,0,0,6,11,6
156,0.696,0,8.06,3.62,0,1,1,0,0,0,0,6,12,6
157,0.6890000000000001,0,8.56,3.74,0,1,1,0,0,0,0,6,13,6
158,0.634,0,8.56,3.88,0,1,1,0,0,0,0,6,14,6
159,0.7,0,8.52,3.87,0,1,1,0,0,0,0,6,15,6
160,0.756,0,8.37,4.09,0,1,1,0,0,0,0,6,16,6
161,0.812,0,8.04,3.8,0,0,1,0,0,0,0,6,17,6
162,0.9470000000000001,0,8.07,3.7,0,0,1,0,0,0,0,6,18,6
163,1.373,0,8.19,3.53,0,0,1,0,0,0,0,6,19,6
164,2.865,0,8.57,3.79,0,0,1,0,0,0,0,6,20,6
165,1.216,0,9.02,3.75,0,0,1,0,0,0,0,6,21,6
166,0.908,0,9.02,3.39,0,0,1,0,0,0,0,6,22,6
