time_idx,Energy_kwh,house_hold,temperature,windSpeed,precipType,icon,summary,bool_weather_missing_values,year,month,day,hour,dayofweek_num
0,0.95,0,7.01,5.46,0,0,0,0,0,0,0,0,0
1,1.5490001,0,7.49,5.51,0,0,0,0,0,0,0,1,0
2,3.834,0,7.16,5.74,0,0,0,0,0,0,0,2,0
3,3.843,0,7.04,4.98,0,0,0,0,0,0,0,3,0
4,1.164,0,6.29,4.2,0,0,0,0,0,0,0,4,0
5,0.884,0,6.2,4.37,0,0,0,0,0,0,0,5,0
6,1.0470000000000002,0,5.73,4.71,0,0,0,0,0,0,0,6,0
7,0.9830000000000001,0,5.04,5.22,0,0,0,0,0,0,0,7,0
8,1.038,0,5.76,4.86,0,0,0,0,0,0,0,8,0
9,1.087,0,5.36,4.48,0,1,0,0,0,0,0,9,0
10,0.6990000000000001,0,5.22,4.03,0,1,0,0,0,0,0,10,0
11,0.6930000000000001,0,4.44,4.0,0,1,1,0,0,0,0,11,0
12,0.8340000000000001,0,4.01,4.15,0,1,0,0,0,0,0,12,0
13,0.734,0,3.94,3.8,0,1,1,0,0,0,0,13,0
14,0.7689999999999999,0,3.37,3.25,0,1,0,0,0,0,0,14,0
15,0.875,0,3.31,2.97,0,2,2,0,0,0,0,15,0
16,0.825,0,3.34,3.37,0,0,0,0,0,0,0,16,0
17,0.921,0,3.36,3.06,0,3,2,0,0,0,0,17,0
18,1.044,0,3.5,3.05,0,0,1,0,0,0,0,18,0
19,0.969,0,4.42,3.17,0,0,0,0,0,0,0,19,0
20,0.9359999999999999,0,4.93,3.1,0,0,0,0,0,0,0,20,0
21,1.033,0,5.55,3.02,0,0,0,0,0,0,0,21,0
22,1.038,0,6.1,3.52,0,0,0,0,0,0,0,22,0
23,1.2229999999999999,0,6.77,3.4,0,0,1,0,0,0,0,23,0
24,4.1210001,0,4.01,4.15,0,0,0,0,0,0,1,0,1
25,2.723,0,3.94,3.8,0,0,1,0,0,0,1,1,1
26,1.006,0,3.37,3.25,0,0,0,0,0,0,1,2,1
27,1.06,0,3.31,2.97,0,3,2,0,0,0,1,3,1
28,1.127,0,3.34,3.37,0,0,0,0,0,0,1,4,1
29,1.2770000000000001,0,3.36,3.06,0,3,2,0,0,0,1,5,1
30,1.911,0,3.5,3.05,0,0,1,0,0,0,1,6,1
31,1.011,0,4.42,3.17,0,0,0,0,0,0,1,7,1
32,1.385,0,4.93,3.1,0,0,0,0,0,0,1,8,1
33,0.587,0,5.55,3.02,0,1,0,0,0,0,1,9,1
34,0.617,0,6.1,3.52,0,1,0,0,0,0,1,10,1
35,0.548,0,6.77,3.4,0,1,1,0,0,0,1,11,1
36,0.64,0,7.22,3.41,0,1,1,0,0,0,1,12,1
37,0.614,0,7.58,4.0,0,1,1,0,0,0,1,13,1
38,0.7,0,7.53,4.48,0,1,1,0,0,0,1,14,1
39,0.605,0,7.64,4.14,0,1,1,0,0,0,1,15,1
40,0.679,0,8.17,4.04,0,0,1,0,0,0,1,16,1
41,0.853,0,8.78,4.52,0,0,1,0,0,0,1,17,1
42,1.134,0,9.42,4.85,0,0,1,0,0,0,1,18,1
43,3.658,0,9.86,4.74,0,0,1,0,0,0,1,19,1
44,2.049,0,10.33,4.74,0,0,1,0,0,0,1,20,1
45,2.032,0,10.51,4.73,0,0,1,0,0,0,1,21,1
46,1.1589999999999998,0,10.82,4.15,0,0,1,0,0,0,1,22,1
47,1.161,0,10.77,4.11,0,0,0,0,0,0,1,23,1
48,3.568,0,10.69,4.78,0,0,1,0,0,0,2,0,2
49,1.167,0,10.31,4.18,0,0,0,0,0,0,2,1,2
50,0.649,0,10.27,4.33,0,0,1,0,0,0,2,2,2
51,0.6040000000000001,0,10.28,4.27,0,0,1,0,0,0,2,3,2
52,0.733,0,10.19,3.95,0,0,1,0,0,0,2,4,2
53,0.716,0,9.74,3.82,0,0,1,0,0,0,2,5,2
54,0.7070000000000001,0,9.72,4.81,0,0,0,0,0,0,2,6,2
55,0.677,0,9.65,5.21,0,0,1,0,0,0,2,7,2
56,1.069,0,9.73,4.94,0,0,1,0,0,0,2,8,2
57,0.645,0,10.13,4.49,0,1,1,0,0,0,2,9,2
58,0.841,0,10.26,4.6,0,1,0,0,0,0,2,10,2
59,0.5569999999999999,0,10.42,4.77,0,1,0,0,0,0,2,11,2
60,0.652,0,10.92,4.02,0,1,0,0,0,0,2,12,2
61,0.577,0,11.41,4.3,0,1,0,0,0,0,2,13,2
62,0.729,0,11.39,4.49,0,1,0,0,0,0,2,14,2
63,0.618,0,11.38,4.29,0,1,0,0,0,0,2,15,2
64,0.75,0,10.86,4.07,0,0,0,0,0,0,2,16,2
65,0.762,0,10.42,3.73,0,0,0,0,0,0,2,17,2
66,0.8069999999999999,0,10.71,3.75,0,0,0,0,0,0,2,18,2
67,0.9440000000000001,0,10.69,4.85,0,0,1,0,0,0,2,19,2
68,2.137,0,10.79,4.48,0,0,1,0,0,0,2,20,2
69,3.0460000000000003,0,10.85,4.37,0,0,1,0,0,0,2,21,2
70,0.697,0,11.21,3.92,0,4,3,0,0,0,2,22,2
71,0.5569999999999999,0,10.84,4.57,0,0,1,0,0,0,2,23,2
72,3.7809999999999997,0,10.79,4.76,0,0,1,0,0,0,3,0,3
73,3.317,0,10.28,4.75,0,4,3,0,0,0,3,1,3
74,0.763,0,10.2,4.41,0,4,3,0,0,0,3,2,3
75,0.77,0,9.82,4.56,0,4,3,0,0,0,3,3,3
76,0.675,0,9.76,4.97,0,4,3,0,0,0,3,4,3
77,0.8160000000000001,0,9.76,4.61,0,4,3,0,0,0,3,5,3
78,0.756,0,9.72,5.44,0,0,1,0,0,0,3,6,3
79,0.698,0,9.55,4.74,0,0,1,0,0,0,3,7,3
80,1.075,0,9.57,4.38,0,0,1,0,0,0,3,8,3
81,0.776,0,9.31,4.36,0,1,1,0,0,0,3,9,3
82,0.8400000000000001,0,9.61,4.22,0,1,1,0,0,0,3,10,3
83,0.8069999999999999,0,9.76,4.43,0,1,0,0,0,0,3,11,3
84,0.43600000000000005,0,9.71,5.3,0,1,1,0,0,0,3,12,3
85,0.584,0,9.84,4.97,0,1,1,0,0,0,3,13,3
86,0.455,0,10.15,4.94,0,1,1,0,0,0,3,14,3
87,2.2439999999999998,0,10.17,4.11,0,1,1,0,0,0,3,15,3
88,2.225,0,9.75,3.5,0,0,1,0,0,0,3,16,3
89,2.67,0,9.67,3.55,0,0,1,0,0,0,3,17,3
90,4.2479999,0,9.58,3.33,0,0,1,0,0,0,3,18,3
91,1.583,0,9.49,3.57,0,0,1,0,0,0,3,19,3
92,0.9430000000000001,0,9.04,3.37,0,0,1,0,0,0,3,20,3
93,1.092,0,9.08,3.55,0,0,1,0,0,0,3,21,3
94,1.085,0,8.62,3.69,0,0,1,0,0,0,3,22,3
95,1.369,0,8.17,4.1,0,4,3,0,0,0,3,23,3
96,4.0840001,0,8.12,3.86,0,0,1,0,0,0,4,0,4
97,3.8899999000000003,0,8.09,3.53,0,0,1,0,0,0,4,1,4
98,2.217,0,8.07,3.53,0,0,1,0,0,0,4,2,4
99,1.107,0,8.09,3.5,0,0,1,0,0,0,4,3,4
100,1.022,0,8.09,3.09,0,0,1,0,0,0,4,4,4
101,1.108,0,8.14,2.6,0,0,1,0,0,0,4,5,4
102,1.099,0,8.14,2.59,0,0,1,0,0,0,4,6,4
103,0.956,0,8.18,1.61,0,0,1,0,0,0,4,7,4
104,1.553,0,8.69,1.61,0,0,1,0,0,0,4,8,4
105,1.588,0,8.75,2.37,0,1,1,0,0,0,4,9,4
106,0.721,0,9.17,2.62,0,1,1,0,0,0,4,10,4
107,0.73,0,9.8,3.05,0,1,1,0,0,0,4,11,4
108,0.857,0,10.32,3.88,0,1,1,0,0,0,4,12,4
109,0.8240000000000001,0,10.45,4.51,0,1,1,0,0,0,4,13,4
110,0.819,0,10.66,4.9,0,1,1,0,0,0,4,14,4
111,0.831,0,10.28,4.09,0,1,1,0,0,0,4,15,4
112,0.8200000000000001,0,10.17,3.86,0,1,1,0,0,0,4,16,4
113,0.817,0,10.18,4.48,0,0,1,0,0,0,4,17,4
114,0.8220000000000001,0,10.17,4.05,0,0,1,0,0,0,4,18,4
115,0.798,0,10.14,3.57,0,0,1,0,0,0,4,19,4
116,0.795,0,9.69,3.12,0,0,0,0,0,0,4,20,4
117,0.8069999999999999,0,9.08,2.7,0,3,2,0,0,0,4,21,4
118,0.841,0,8.39,2.49,0,3,2,0,0,0,4,22,4
119,0.9139999999999999,0,7.84,2.27,0,3,2,0,0,0,4,23,4
120,3.834,0,7.42,2.33,0,3,2,0,0,0,5,0,5
121,3.3269999,0,7.71,2.12,0,3,2,0,0,0,5,1,5
122,0.895,0,7.26,2.01,0,3,2,0,0,0,5,2,5
123,0.912,0,6.91,2.54,0,3,2,0,0,0,5,3,5
124,0.902,0,7.03,2.81,0,0,0,0,0,0,5,4,5
125,0.904,0,6.99,2.53,0,0,0,0,0,0,5,5,5
126,0.892,0,6.98,2.56,0,5,4,0,0,0,5,6,5
127,0.89,0,6.98,2.11,0,5,4,0,0,0,5,7,5
128,0.888,0,7.02,1.6,0,5,4,0,0,0,5,8,5
129,0.766,0,7.53,2.14,0,5,4,0,0,0,5,9,5
130,0.716,0,7.53,1.55,0,5,4,0,0,0,5,10,5
131,1.681,0,7.97,1.83,0,5,4,0,0,0,5,11,5
132,2.091,0,7.57,1.96,0,5,4,0,0,0,5,12,5
133,1.383,0,7.68,2.13,0,1,1,0,0,0,5,13,5
134,1.513,0,7.61,2.3,0,1,1,0,0,0,5,14,5
135,1.546,0,7.3,2.79,0,1,1,0,0,0,5,15,5
136,4.170000099999999,0,7.51,2.39,0,1,1,0,0,0,5,16,5
137,0.9309999999999999,0,7.57,1.91,0,0,1,0,0,0,5,17,5
138,2.123,0,7.6,1.96,0,0,1,0,0,0,5,18,5
139,0.864,0,7.96,1.94,0,0,1,0,0,0,5,19,5
140,0.776,0,8.53,2.97,0,0,1,0,0,0,5,20,5
141,0.8069999999999999,0,8.57,2.96,0,0,1,0,0,0,5,21,5
142,0.948,0,8.61,3.36,0,0,1,0,0,0,5,22,5
143,1.564,0,8.48,3.3,0,0,1,0,0,0,5,23,5
144,3.395,0,8.06,3.42,0,0,1,0,0,0,6,0,6
145,3.8529999999999998,0,7.98,3.2,0,0,1,0,0,0,6,1,6
146,1.685,0,7.94,3.12,0,0,1,0,0,0,6,2,6
147,0.926,0,7.56,2.86,0,4,3,0,0,0,6,3,6
148,0.974,0,7.47,2.52,0,0,1,0,0,0,6,4,6
149,0.861,0,7.11,2.48,0,4,3,0,0,0,6,5,6
150,1.064,0,7.1,2.7,0,0,1,0,0,0,6,6,6
151,1.03,0,7.39,2.66,0,0,1,0,0,0,6,7,6
152,0.9480000000000001,0,7.45,2.7,0,0,1,0,0,0,6,8,6
153,0.623,0,7.5,2.7,0,1,1,0,0,0,6,9,6
154,0.554,0,7.89,3.14,0,1,1,0,0,0,6,10,6
155,0.636,0,7.97,3.44,0,1,1,0,0,0,6,11,6
156,0.556,0,8.06,3.62,0,1,1,0,0,0,6,12,6
157,0.56,0,8.56,3.74,0,1,1,0,0,0,6,13,6
158,0.65,0,8.56,3.88,0,1,1,0,0,0,6,14,6
159,0.557,0,8.52,3.87,0,1,1,0,0,0,6,15,6
160,0.651,0,8.37,4.09,0,1,1,0,0,0,6,16,6
161,0.5589999999999999,0,8.04,3.8,0,0,1,0,0,0,6,17,6
162,0.743,0,8.07,3.7,0,0,1,0,0,0,6,18,6
163,2.312,0,8.19,3.53,0,0,1,0,0,0,6,19,6
164,1.2799999999999998,0,8.57,3.79,0,0,1,0,0,0,6,20,6
165,1.283,0,9.02,3.75,0,0,1,0,0,0,6,21,6
166,0.839,0,9.02,3.39,0,0,1,0,0,0,6,22,6
167,0.787,0,9.08,3.16,0,0,1,0,0,0,6,23,6
168,3.7659998999999997,0,9.08,3.37,0,0,1,0,0,0,7,0,0
169,1.899,0,9.1,3.45,0,0,1,0,0,0,7,1,0
170,0.8480000000000001,0,9.11,3.47,0,0,1,0,0,0,7,2,0
171,0.852,0,9.24,3.57,0,0,1,0,0,0,7,3,0
172,0.866,0,9.62,3.31,0,0,1,0,0,0,7,4,0
173,0.87,0,9.65,3.32,0,0,1,0,0,0,7,5,0
174,1.529,0,9.64,3.14,0,0,1,0,0,0,7,6,0
175,1.2349999999999999,0,9.53,3.23,0,0,1,0,0,0,7,7,0
176,1.3980000000000001,0,9.02,3.5,0,0,0,0,0,0,7,8,0
177,0.556,0,9.08,3.95,0,1,1,0,0,0,7,9,0
178,0.5309999999999999,0,9.78,3.98,0,1,1,0,0,0,7,10,0
179,0.546,0,10.01,4.11,0,1,0,0,0,0,7,11,0
180,0.5920000000000001,0,10.86,4.54,0,1,0,0,0,0,7,12,0
181,0.612,0,11.23,5.03,0,1,1,0,0,0,7,13,0
182,0.5549999999999999,0,10.86,4.57,0,1,1,0,0,0,7,14,0
183,0.5509999999999999,0,10.79,3.92,0,1,1,0,0,0,7,15,0
184,0.5509999999999999,0,10.78,3.63,0,1,1,0,0,0,7,16,0
185,0.645,0,10.67,3.59,0,0,1,0,0,0,7,17,0
186,0.6759999999999999,0,10.32,3.59,0,0,1,0,0,0,7,18,0
187,2.338,0,10.11,3.96,0,0,1,0,0,0,7,19,0
188,1.299,0,10.14,3.92,0,0,1,0,0,0,7,20,0
189,1.3090000000000002,0,9.67,3.67,0,0,1,0,0,0,7,21,0
190,0.776,0,9.23,3.78,0,0,1,0,0,0,7,22,0
191,0.595,0,9.22,3.21,0,0,1,0,0,0,7,23,0
192,3.669,0,8.84,3.0,0,4,3,0,0,0,8,0,1
193,3.4,0,9.18,2.86,0,4,3,0,0,0,8,1,1
194,0.7909999999999999,0,9.19,2.51,0,0,1,0,0,0,8,2,1
195,0.743,0,9.21,1.97,0,0,1,0,0,0,8,3,1
196,0.701,0,9.14,1.4,0,0,1,0,0,0,8,4,1
197,0.8999999999999999,0,9.13,0.95,0,0,0,0,0,0,8,5,1
198,0.716,0,9.1,1.5,0,0,1,0,0,0,8,6,1
199,0.742,0,8.93,2.84,0,0,1,0,0,0,8,7,1
200,1.1179999999999999,0,8.46,3.3,0,0,1,0,0,0,8,8,1
201,0.452,0,8.37,3.31,0,1,1,0,0,0,8,9,1
202,0.41200000000000003,0,7.99,2.76,0,1,1,0,0,0,8,10,1
203,0.363,0,8.01,2.63,0,1,1,0,0,0,8,11,1
204,0.524,0,8.07,2.24,0,1,0,0,0,0,8,12,1
205,0.512,0,8.16,2.09,0,1,0,0,0,0,8,13,1
206,0.521,0,8.16,2.19,0,1,0,0,0,0,8,14,1
207,0.513,0,7.96,1.86,0,1,0,0,0,0,8,15,1
208,0.511,0,7.21,1.35,0,1,0,0,0,0,8,16,1
209,0.518,0,6.41,1.04,0,0,0,0,0,0,8,17,1
210,0.623,0,5.58,0.63,0,3,2,0,0,0,8,18,1
211,0.6439999999999999,0,4.98,0.33,0,3,2,0,0,0,8,19,1
212,2.1790000000000003,0,3.56,0.61,0,3,2,0,0,0,8,20,1
213,3.3609999999999998,0,2.73,0.68,0,3,2,0,0,0,8,21,1
214,1.7429999,0,2.57,0.77,0,3,2,0,0,0,8,22,1
215,1.5270000000000001,0,1.77,0.96,0,3,2,0,0,0,8,23,1
216,4.029,0,1.92,0.7,0,3,2,0,0,0,9,0,2
217,4.089,0,1.56,0.5,0,0,0,0,0,0,9,1,2
218,1.631,0,1.16,0.79,0,0,0,0,0,0,9,2,2
219,1.3210000000000002,0,1.29,0.93,0,0,1,0,0,0,9,3,2
220,1.4,0,1.39,1.31,0,0,0,0,0,0,9,4,2
221,1.336,0,1.4,0.82,0,0,0,0,0,0,9,5,2
222,1.3900000000000001,0,1.98,1.14,0,0,1,0,0,0,9,6,2
223,1.3849999999999998,0,2.02,0.95,0,0,1,0,0,0,9,7,2
224,1.1480000000000001,0,1.93,0.89,0,0,1,0,0,0,9,8,2
225,0.647,0,2.36,1.14,0,1,1,0,0,0,9,9,2
226,0.861,0,2.47,1.54,0,1,1,0,0,0,9,10,2
227,0.72,0,2.95,2.2,0,1,1,0,0,0,9,11,2
228,0.7,0,2.66,1.93,0,1,1,0,0,0,9,12,2
229,0.778,0,3.1,2.1,0,1,1,0,0,0,9,13,2
230,0.6890000000000001,0,3.08,2.03,0,1,1,0,0,0,9,14,2
231,0.716,0,3.43,1.77,0,1,1,0,0,0,9,15,2
232,0.784,0,3.01,1.8,0,1,1,0,0,0,9,16,2
233,0.78,0,2.97,1.87,0,0,1,0,0,0,9,17,2
234,0.868,0,3.0,2.23,0,0,1,0,0,0,9,18,2
235,1.066,0,2.96,2.39,0,0,1,0,0,0,9,19,2
236,1.254,0,2.57,2.21,0,0,1,0,0,0,9,20,2
237,2.872,0,2.23,2.62,0,4,3,0,0,0,9,21,2
238,2.691,0,2.49,2.7,0,0,1,0,0,0,9,22,2
239,1.6589999999999998,0,2.47,2.6,0,0,1,0,0,0,9,23,2
240,4.161,0,2.09,2.54,0,0,1,0,0,0,10,0,3
241,4.1860001,0,2.07,2.47,0,0,1,0,0,0,10,1,3
242,2.496,0,2.11,2.21,0,0,1,0,0,0,10,2,3
243,1.4209999999999998,0,1.73,1.7,0,0,1,0,0,0,10,3,3
244,1.599,0,1.58,2.15,0,0,0,0,0,0,10,4,3
245,1.521,0,1.21,1.75,0,0,0,0,0,0,10,5,3
246,1.596,0,0.89,2.0,1,0,1,0,0,0,10,6,3
247,1.47,0,1.66,1.92,0,0,0,0,0,0,10,7,3
248,1.699,0,1.76,1.6,0,0,1,0,0,0,10,8,3
249,0.96,0,2.24,1.48,0,1,0,0,0,0,10,9,3
250,1.217,0,2.78,1.33,0,1,1,0,0,0,10,10,3
251,1.165,0,3.71,1.28,0,1,1,0,0,0,10,11,3
252,1.4260000000000002,0,4.68,1.17,0,1,1,0,0,0,10,12,3
253,1.208,0,5.31,0.48,0,1,1,0,0,0,10,13,3
254,1.112,0,5.7,0.36,0,1,0,0,0,0,10,14,3
255,1.135,0,5.24,0.29,0,1,1,0,0,0,10,15,3
256,1.166,0,4.64,0.92,0,1,1,0,0,0,10,16,3
257,4.141,0,3.97,1.66,0,0,0,0,0,0,10,17,3
258,1.9769999999999999,0,3.35,1.39,0,3,2,0,0,0,10,18,3
259,1.9849999999999999,0,2.78,1.38,0,3,2,0,0,0,10,19,3
260,1.432,0,1.91,2.03,0,3,2,0,0,0,10,20,3
261,1.427,0,2.15,1.86,0,3,2,0,0,0,10,21,3
262,1.5510000000000002,0,1.37,2.35,0,3,2,0,0,0,10,22,3
263,1.4569999999999999,0,1.37,2.39,0,3,2,0,0,0,10,23,3
264,4.335,0,1.75,2.45,0,3,2,0,0,0,11,0,4
265,3.7649999,0,1.86,2.55,0,3,2,0,0,0,11,1,4
266,1.1640000000000001,0,2.39,3.12,0,3,2,0,0,0,11,2,4
267,1.218,0,2.86,3.15,0,0,0,0,0,0,11,3,4
268,1.224,0,2.99,3.72,0,0,0,0,0,0,11,4,4
269,1.1219999999999999,0,3.08,4.01,0,0,0,0,0,0,11,5,4
270,1.272,0,3.38,4.34,0,0,1,0,0,0,11,6,4
271,1.267,0,3.05,4.93,0,0,1,0,0,0,11,7,4
272,1.1400000000000001,0,3.08,4.97,0,0,1,0,0,0,11,8,4
273,1.301,0,3.58,5.15,0,1,1,0,0,0,11,9,4
274,1.2269999999999999,0,3.66,5.64,0,1,1,0,0,0,11,10,4
275,1.2149999999999999,0,4.18,5.9,0,1,1,0,0,0,11,11,4
276,1.4,0,4.52,6.55,0,1,1,0,0,0,11,12,4
277,0.773,0,4.52,6.63,0,1,1,0,0,0,11,13,4
278,1.408,0,4.53,6.8,0,1,0,0,0,0,11,14,4
279,1.9700000000000002,0,4.07,6.21,0,1,1,0,0,0,11,15,4
280,3.343,0,3.88,6.07,0,1,0,0,0,0,11,16,4
281,1.859,0,3.93,5.59,0,0,1,0,0,0,11,17,4
282,1.2149999999999999,0,3.86,5.35,0,0,1,0,0,0,11,18,4
283,0.9099999999999999,0,3.41,4.69,0,0,1,0,0,0,11,19,4
284,0.899,0,3.38,4.36,0,0,1,0,0,0,11,20,4
285,1.113,0,3.58,4.85,0,0,1,0,0,0,11,21,4
286,1.1560000000000001,0,3.56,4.79,0,0,1,0,0,0,11,22,4
287,1.211,0,3.52,4.36,0,0,1,0,0,0,11,23,4
288,4.1489999,0,3.48,4.42,0,0,1,0,0,0,12,0,5
289,4.0539999,0,3.48,4.15,0,0,1,0,0,0,12,1,5
290,2.088,0,3.48,4.42,0,0,1,0,0,0,12,2,5
291,2.121,0,3.35,4.17,0,0,1,0,0,0,12,3,5
292,1.565,0,2.94,4.57,0,0,1,0,0,0,12,4,5
293,1.306,0,2.89,4.16,0,0,1,0,0,0,12,5,5
294,1.27,0,2.35,3.95,0,0,1,0,0,0,12,6,5
295,1.464,0,2.28,3.55,0,0,1,0,0,0,12,7,5
296,1.4140000000000001,0,2.12,3.73,0,0,0,0,0,0,12,8,5
297,1.552,0,1.45,3.5,0,1,0,0,0,0,12,9,5
298,1.476,0,1.57,3.57,0,1,0,0,0,0,12,10,5
299,1.409,0,2.44,4.03,0,1,0,0,0,0,12,11,5
300,1.615,0,2.88,4.0,0,1,0,0,0,0,12,12,5
301,1.612,0,2.88,3.93,0,1,0,0,0,0,12,13,5
302,1.9,0,2.88,3.8,0,1,0,0,0,0,12,14,5
303,1.655,0,2.69,3.73,0,1,1,0,0,0,12,15,5
304,1.475,0,2.31,3.45,0,1,1,0,0,0,12,16,5
305,2.5060000000000002,0,1.83,2.71,0,0,1,0,0,0,12,17,5
306,1.797,0,1.73,2.58,0,0,1,0,0,0,12,18,5
307,1.858,0,1.64,2.37,0,0,1,0,0,0,12,19,5
308,2.573,0,1.67,2.3,0,0,1,0,0,0,12,20,5
309,1.86,0,1.18,1.98,0,0,1,0,0,0,12,21,5
310,1.814,0,1.16,1.4,0,0,0,0,0,0,12,22,5
311,1.5539999999999998,0,1.04,1.58,1,0,0,0,0,0,12,23,5
312,3.9029999,0,0.94,1.09,1,0,0,0,0,0,13,0,6
313,4.194,0,0.61,1.21,1,0,0,0,0,0,13,1,6
314,3.0980000000000003,0,0.29,1.18,1,3,2,0,0,0,13,2,6
315,1.295,0,0.63,0.99,1,0,0,0,0,0,13,3,6
316,1.41,0,0.64,0.76,1,0,0,0,0,0,13,4,6
317,1.4449999999999998,0,0.19,1.35,1,0,0,0,0,0,13,5,6
318,2.71,0,-0.37,1.41,1,0,1,0,0,0,13,6,6
319,1.6360000000000001,0,-0.41,1.81,1,0,1,0,0,0,13,7,6
320,1.202,0,-0.27,2.31,1,0,1,0,0,0,13,8,6
321,1.008,0,0.07,2.93,1,1,1,0,0,0,13,9,6
322,1.098,0,0.32,3.34,1,1,1,0,0,0,13,10,6
323,1.13,0,0.85,3.77,1,1,1,0,0,0,13,11,6
324,1.1309999999999998,0,1.31,3.39,0,1,1,0,0,0,13,12,6
325,1.206,0,1.42,2.81,0,1,1,0,0,0,13,13,6
326,1.245,0,1.95,2.73,0,1,1,0,0,0,13,14,6
327,1.291,0,1.94,2.75,0,1,1,0,0,0,13,15,6
328,1.254,0,1.73,2.99,0,1,0,0,0,0,13,16,6
329,1.339,0,2.15,3.59,0,0,0,0,0,0,13,17,6
330,1.499,0,2.23,3.99,0,0,0,0,0,0,13,18,6
331,1.347,0,2.62,5.17,0,0,0,0,0,0,13,19,6
332,2.211,0,2.94,5.19,0,0,0,0,0,0,13,20,6
333,1.86,0,2.51,5.11,0,0,1,0,0,0,13,21,6
334,1.7349999999999999,0,2.45,4.98,0,0,0,0,0,0,13,22,6
335,1.4100000000000001,0,2.03,5.33,0,0,1,0,0,0,13,23,6
336,4.154,0,2.38,5.87,0,0,0,0,0,0,14,0,0
337,3.3300001,0,1.94,5.87,0,0,1,0,0,0,14,1,0
338,1.402,0,2.28,6.15,0,0,1,0,0,0,14,2,0
339,1.407,0,1.93,5.92,0,0,1,0,0,0,14,3,0
340,1.479,0,1.93,5.27,0,0,1,0,0,0,14,4,0
341,1.464,0,1.54,5.32,0,0,1,0,0,0,14,5,0
342,1.566,0,1.53,4.43,0,0,1,0,0,0,14,6,0
343,1.5150000000000001,0,1.37,4.08,0,0,1,0,0,0,14,7,0
344,1.6629999999999998,0,1.23,3.63,0,0,0,0,0,0,14,8,0
345,1.4569999999999999,0,1.26,3.55,0,1,0,0,0,0,14,9,0
346,1.555,0,1.28,3.83,0,1,1,0,0,0,14,10,0
347,1.1709999999999998,0,1.87,3.39,0,1,1,0,0,0,14,11,0
348,1.404,0,1.53,3.2,0,1,1,0,0,0,14,12,0
349,1.377,0,1.48,3.66,0,1,1,0,0,0,14,13,0
350,1.409,0,2.06,3.25,0,1,0,0,0,0,14,14,0
351,1.43,0,2.29,3.17,0,1,0,0,0,0,14,15,0
352,1.366,0,2.19,2.55,0,1,0,0,0,0,14,16,0
353,1.447,0,1.69,2.02,0,0,0,0,0,0,14,17,0
354,1.4649999999999999,0,1.02,1.6,1,0,0,0,0,0,14,18,0
355,1.55,0,0.89,1.28,1,0,0,0,0,0,14,19,0
356,2.5,0,0.79,0.93,1,0,0,0,0,0,14,20,0
357,5.014,0,0.31,1.04,1,0,0,0,0,0,14,21,0
358,3.4500000999999996,0,0.2,0.71,1,3,2,0,0,0,14,22,0
359,2.323,0,-0.83,1.0,1,3,2,0,0,0,14,23,0
360,4.112,0,-1.91,0.66,1,3,2,0,0,0,15,0,1
361,3.213,0,-1.02,0.94,1,3,2,0,0,0,15,1,1
362,1.502,0,-1.33,1.75,1,0,0,0,0,0,15,2,1
363,1.705,0,-1.77,1.42,1,5,4,0,0,0,15,3,1
364,1.592,0,-1.76,1.55,1,5,4,0,0,0,15,4,1
365,1.605,0,-2.02,1.52,1,5,4,0,0,0,15,5,1
366,2.666,0,-2.01,1.81,1,5,4,0,0,0,15,6,1
367,1.5190000000000001,0,-1.79,1.24,1,5,4,0,0,0,15,7,1
368,1.665,0,-2.18,1.62,1,5,4,0,0,0,15,8,1
369,1.2200000000000002,0,-2.16,1.81,1,5,4,0,0,0,15,9,1
370,1.3940000000000001,0,-1.38,1.42,1,5,4,0,0,0,15,10,1
371,1.3860000000000001,0,-0.88,1.06,1,1,1,0,0,0,15,11,1
372,1.395,0,-0.33,0.77,1,1,1,0,0,0,15,12,1
373,1.299,0,-0.22,1.38,1,1,0,0,0,0,15,13,1
374,1.323,0,-0.06,1.44,1,1,0,0,0,0,15,14,1
375,1.423,0,-0.15,1.23,1,2,2,0,0,0,15,15,1
376,1.502,0,-0.25,1.12,1,2,2,0,0,0,15,16,1
377,1.58,0,-0.78,0.79,1,3,2,0,0,0,15,17,1
378,2.634,0,-1.29,1.03,1,3,2,0,0,0,15,18,1
379,3.0999999000000003,0,-1.74,1.0,1,3,2,0,0,0,15,19,1
380,1.5899999999999999,0,-1.75,0.96,1,3,2,0,0,0,15,20,1
381,1.6869999999999998,0,-2.32,1.04,1,3,2,0,0,0,15,21,1
382,1.733,0,-1.61,1.3,1,3,2,0,0,0,15,22,1
383,1.8330000000000002,0,-2.02,0.86,1,3,2,0,0,0,15,23,1
384,4.5370002,0,-2.09,0.65,1,3,2,0,0,0,16,0,2
385,4.5670001,0,-1.57,0.98,1,3,2,0,0,0,16,1,2
386,1.738,0,-1.96,0.88,1,3,2,0,0,0,16,2,2
387,1.865,0,-2.48,0.68,1,3,2,0,0,0,16,3,2
388,1.744,0,-2.87,0.38,1,3,2,0,0,0,16,4,2
389,1.782,0,-3.02,0.36,1,3,2,0,0,0,16,5,2
390,3.412,0,-3.47,0.08,1,3,2,0,0,0,16,6,2
391,2.0629999999999997,0,-3.86,0.16,1,0,0,0,0,0,16,7,2
392,1.909,0,-3.79,0.63,1,0,0,0,0,0,16,8,2
