year,month,day,dayofweek_num,hour,bool_weather_missing_values,time_idx,relative_time_idx,House_Hold
28.81%,6.19%,0.48%,7.44%,17.67%,2.69%,7.37%,5.56%,BLOCK_3_MAC004417
