year,month,day,dayofweek_num,hour,bool_weather_missing_values,time_idx,relative_time_idx,House_Hold
2.98%,3.70%,1.82%,3.52%,34.92%,4.20%,6.62%,5.43%,BLOCK_94_MAC003037
