year,month,day,dayofweek_num,hour,bool_weather_missing_values,precipType,icon,summary,time_idx,relative_time_idx,Energy_kwh,temperature,windSpeed,House_Hold
5.93%,3.13%,6.67%,8.45%,11.05%,4.30%,11.18%,5.86%,0.56%,14.40%,18.52%,3.26%,2.58%,4.10%,BLOCK_94_MAC003037
